##########################################################################################################################################################################################################################
Database Name: EPFL_LISP_BXD_Liver_Polar_Metabolites_CD_Jun14_Log2_**
GeneNetwork Accession Number: GN714
For more information regarding this data set please visit: http://www.genenetwork.org/webqtl/main.py?FormID=sharinginfo&GN_AccessionId=714

Z-Score.
In general, the array data that we enter in GeneNetwork have been log transformed and then z-score normalized, but instead of leaving the mean at 0 and the standard deviation of 1 unit,
the data is rescaled to a mean of 8 units with a standard deviation of 2 units (what we call 2Z + 8 normalized data).

Usage Conditions and Limitations:
Data sets that have been incorporated in the GeneNetwork belong to individuals, groups, and companies listed in the Status and Contacts page. 
Many data sets are still being generated and analyzed, and the data contributors have often agreed to remove protection and let other investigators view, share, and analyze data. 
We request that those of you analyzing these data and preparing publications do your best of acknowledge the original data sources. 
Please contact Robert W. Williams at rwilliams@uthsc.edu or by telephone at (901) 448-7050 if you have questions regarding the status of data and what group to acknowledge. 
If your work relies heavily on the GeneNetwork please consider acknowledging the grants that provide substantial support for this project (see bottom of all web pages). 
Please review the annotated References for relevant citations. For further details on use and citation of data in papers please read the section below on Academic, educational, and not-for-profit institutional use.

The Standard Disclaimers of Warranties.
The University of Tennessee (UT), its trustees, directors, officers, employees, and affiliates make no representation and extend no warranties of any kind,
either express or implied, including warranties of correctness, accuracy, fitness for a particular purpose, merchantability, validity of patent rights claims (issued or pending),
the absence of latent or other defects, whether or not discoverable. In no event shall UT or its trustees, directors, officers, employees, or affiliates be liable for incidental or consequential damages of any kind,
including economic damage or injury to property and lost profits, regardless of whether UT, its trustees, directors, officers, employees, and affiliates shall be advised, shall have other reason to know,
or in fact shall know of the possibility of the foregoing.

Disclaimer.
The data providers make no guarantees or warranties as to the accuracy or completeness of or results to be obtained from accessing and using information from The GeneNetwork.
We will not be liable to any user or anyone else for any inaccuracy, error or omission, regardless of cause, in the data contained in The GeneNetwork databases or any resulting damages.
In addition, the data providers do not warrant that the databases will meet your requirements, be uninterrupted, or error-free.
Data providers expressly exclude and disclaim all expressed and implied warranties of merchantability and fitness for a particular purpose.
Data providers shall not be responsible for any damage or loss of any kind arising out of or related to your use of the databases,including without limitation data loss or corruption, regardless of whether such liability is based in tort, contract, or otherwise.

##########################################################################################################################################################################################################################

ProbeSet	Gene Symbol	Chr	Mb	Gene Id	Strand Gene	Blat Mb Start	Blat Mb End	Description	Aliases	Blat Sequence	UniGeneId	OMIM	HomoloGeneID	C57BL/6J	DBA/2J	BXD68	BXD43	BXD44	BXD45	BXD48	BXD49	BXD50	BXD51	BXD55	BXD56	BXD60	BXD61	BXD62	BXD63	BXD64	BXD65	BXD66	BXD69	BXD70	BXD71	BXD73	BXD75	BXD79	BXD73a	BXD81	BXD83	BXD84	BXD85	BXD87	BXD89	BXD90	BXD65b	BXD48a	BXD98	BXD95	BXD99	BXD100	BXD101	BXD103	
151.0764184_MZ	Hydroxyisocaproic acid	Un	1.0	None	None	None	None	Hydroxyisocaproic acid is an end product of leucine metabolism in human tissues such as muscle and connective tissue. It belongs to 2-hydroxycarboxylic acid group of amino acid metabolites (PMID 6434570 ). Hydroxyisocaproic acid functions as an â€œanti-cataboliteâ€ù and is widely used in the body building community.  Chronic alpha-hydroxyisocaproic acid treatment of rats has been shown to improve muscle recovery after immobilization-induced atrophy (PMID: 23757407).  Additionally, a 4-week hydroxyisocaproic acid supplementation of 1.5 g a day was shown to lead to increases in muscle mass during an intensive training period among soccer athletes (PMID: 20051111). Hydroxyisocaproic acid  has also shown some potential as a topical antibiotic (PMID: 22483561). Elevated levels of 2-hydroxyisocaproic acid have been found in the urine of patients with dihydrolipoyl dehydrogenase (E3) deficiency (PMID: 6688766).  Hydroxyisocaproic acid is also elevated in Maple Syrup urine disease and has been shown to accelerate lipid peroxidation.  It may also be an indicator of oxidative stress (PMID: 11894849).	C6H12O3, 2-Hydroxy-3-methylpentanoic acid, (5R)-5-Hydroxyhexanoic acid, 5-Hydroxyhexanoic acid, D-Leucic acid, Leucinic acid, 2-Hydroxycaproic acid, 2-Ethyl-2-Hydroxybutyric acid, (R)-3-Hydroxyhexanoic acid, 6-Hydroxyhexanoic acid		None	None	None	13.625	14.287	13.985	14.342	14.722	14.18	14.308	14.385	14.127	14.238	14.311	14.55	13.283	14.466	14.473	14.364	14.247	13.518	13.911	13.765	14.021	14.239	13.978	14.046	14.143	14.142	14.206	14.558	14.309	14.135	13.96	13.825	13.785	13.164	13.669	14.334	13.82	14.143	13.929	13.755	14.141	
151.1128141_MZ	Alpha-Pinene-oxide	Un	1.0	None	None	None	None	Alpha-pinene oxide is cheap monoterpene, which is important compound for the fragnance industry. Biocatalytic method is used to convert monoterpenes into terpenoids. The biotransformation of alpha-pinene oxide using resting cells of Pseudomonas fluorescens NCIMB 11671 produces isonovalal (cis-2-methyl-5-isopropylhexa-2,5-dienal), which is a fragrance. However, this biotransformation has technical problems including the following: alpha-pinene oxide undergoes autoxidation in water and light; it is hydrophobic and relatively toxic to the biocatalyst; and it suffers from product inhibition. the influence of other terpene byproducts on the flux of alpha-pinene oxide was investigated and found to decrease the flux into the organic phase by up to 10%. (PMID: 16321051).	C10H16O, (-)-trans-Carveol, Perillyl alcohol		None	None	None	14.301	14.485	13.778	13.932	14.432	14.466	14.237	14.175	13.962	14.034	14.517	14.613	12.554	14.374	14.177	14.46	14.269	12.659	13.712	13.737	14.207	13.895	14.116	14.059	14.131	13.865	13.965	14.579	13.997	13.875	14.111	14.003	13.645	13.005	13.396	14.262	14.009	14.02	13.762	13.743	13.989	
152.0828162_MZ	N-Acetylhistamine	Un	1.0	None	None	None	None	N-Acetylhistamine is a 4-(beta-Acetylaminoethyl)imidazole that is an intermediate in Histidine metabolism. It is generated from Histamine via the enzyme Transferases (EC 2.3.1.-). Histamine is an amine derived by enzymatic decarboxylation of histidine. It is a powerful stimulant of gastric secretion, a constrictor of bronchial smooth muscle, a vasodilator, and also a centrally acting neurotransmitter.	C7H11N3O		None	None	None	12.37	12.415	12.262	12.28	12.45	12.198	11.958	12.17	12.681	12.062	12.343	12.534	11.412	12.918	12.027	12.611	11.985	11.914	11.526	11.677	12.039	12.247	12.133	12.998	12.269	11.804	11.887	12.379	12.443	12.186	12.236	12.04	12.059	11.641	11.684	12.253	11.873	12.269	11.947	12.031	12.331	
153.0185447_MZ	Gentisic acid	Un	1.0	None	None	None	None	Gentisic acid is a dihydroxybenzoic acid. It is a crystalline powder that forms monoclinic prism in water solution. Gentisic acid is an active metabolite of salicylic acid degradation. There is an increasing amount of evidence indicating that gentisic acid has a broad spectrum of biological activity, such as anti-inflammatory, antirheumatic and antioxidant properties. Gentisic acid is also a byproduct of tyrosine and benzoate metabolism.	C7H6O4, 2-Pyrocatechuic acid, Protocatechuic acid, 3,5-Dihydroxyphenylbenzoic acid		None	None	None	14.973	14.648	14.992	14.042	14.443	15.081	14.645	14.528	14.73	15.034	14.485	14.582	14.916	14.692	14.694	15.007	14.219	15.303	14.671	15.133	14.43	14.966	15.052	14.64	14.865	14.962	14.447	14.609	14.634	14.902	15.089	14.45	14.695	14.631	14.67	14.64	14.45	14.555	14.97	14.465	14.528	
153.0554354_MZ	Hydroxytyrosol	Un	1.0	None	None	None	None	Hydroxytyrosol is a polyphenol extracted from virgin olive oil and a natural antioxidant. It has a protective effect in preventing protein damage induced by ultraviolet radiation (PMID: 15749387). Research results suggest that Hydroxytyrosol could exert its antioxidant effect by scavenging hydrogen peroxide but not superoxide anion released during the respiratory burst(PMID: 15476671).	C8H10O3		None	None	None	13.727	14.095	14.023	13.964	14.45	14.089	14.184	14.195	13.947	14.065	14.057	14.318	13.804	14.286	14.299	14.357	14.057	13.851	13.847	13.932	13.848	14.081	13.895	13.883	14.152	14.01	13.994	14.493	14.082	13.967	13.817	13.81	13.821	13.521	13.706	14.209	13.68	13.961	13.665	13.586	13.981	
153.0668990_MZ	L-Canaline	Un	1.0	None	None	None	None	Canavanine reacts with water to produce L-canaline and urea. The reaction is catalyzed by arginase. L-canaline reacts with carbamoyl-phosphate to produce O-ureidohomoserine and phosphate. The reaction is catalyzed by ornithine carbamoyltransferase.	C4H10N2O3		None	None	None	14.886	14.749	14.66	13.807	14.353	14.957	15.132	14.174	13.161	14.648	14.263	13.442	15.916	14.348	14.557	15.464	14.632	16.06	15.149	15.725	14.577	13.427	14.832	14.783	15.453	14.701	13.879	14.942	13.415	13.967	14.132	15.023	15.06	15.577	15.131	14.189	14.634	13.637	14.444	13.543	13.697	
154.0621843_MZ	L-Histidine	Un	1.0	None	None	None	None	Histidine is an alpha-amino acid with an imidazole functional group. It is one of the 22 proteinogenic amino acids. Histidine was first isolated by German physician Albrecht Kossel in 1896. Histidine is an essential amino acid in humans and other mammals. It was initially thought that it was only essential for infants, but longer-term studies established that it is also essential for adults. Infants four to six months old require 33 mg/kg of histidine. It is not clear how adults make small amounts of histidine, and dietary sources probably account for most of the histidine in the body. Histidine is a precursor for histamine and carnosine biosynthesis. Inborn errors of histidine metabolism exist and are marked by increased histidine levels in the blood. Elevated blood histidine is accompanied by a wide range of symptoms, from mental and physical retardation to poor intellectual functioning, emotional instability, tremor, ataxia and psychosis. Histidine and other imidazole compounds have anti-oxidant, anti-inflammatory and anti-secretory properties (PMID: 9605177). The efficacy of L-histidine in protecting inflamed tissue is attributed to the capacity of the imidazole ring to scavenge reactive oxygen species (ROS) generated by cells during acute inflammatory response (PMID: 9605177). Histidine, when administered in therapeutic quantities is able to inhibit cytokines and growth factors involved in cell and tissue damage (US patent 6150392). Histidine in medical therapies has its most promising trials in rheumatoid arthritis where up to 4.5 g daily have been used effectively in severely affected patients. Arthritis patients have been found to have low serum histidine levels, apparently because of very rapid removal of histidine from their blood (PMID: 1079527). Other patients besides arthritis patients that have been found to be low in serum histidine are those with chronic renal failure. Urinary levels of histidine are reduced in pediatric patients with pneumonia. (PMID: 2084459). Asthma patients exhibit increased serum levels of histidine over normal controls (PMID: 23517038).  Serum histidine levels are lower and are negatively associated with inflammation and oxidative stress in obese women (PMID: 23361591).  Histidine supplementation has been shown to reduce insulin resistance, reduce BMI and fat mass and suppress inflammation and oxidative stress in obese women with metabolic syndrome.  Histidine appears to suppress pro-inflammatory cytokine expression, possibly via the NF-ÎºB pathway, in adipocytes (PMID: 23361591). Low plasma concentrations of histidine are associated with protein-energy wasting, inflammation, oxidative stress, and greater mortality in chronic kidney disease patients (PMID: 18541578). Histidine may have many other possible functions because it is the precursor of the ubiquitous neurohormone-neurotransmitter histamine. Histidine increases histamine in the blood and probably in the brain. Low blood histamine with low serum histidine occurs in rheumatoid arthritis patients. Low blood histamine also occurs in some manic, schizophrenic, high copper and hyperactive groups of psychiatric patients. Histidine is a useful therapy in all patients with low histamine levels. (http://www.dcnutrition.com ).	C6H9N3O2		None	None	None	19.745	19.689	19.903	19.282	19.537	20.209	19.321	19.153	19.58	19.045	19.591	19.476	19.149	19.319	19.318	20.562	19.213	19.176	19.141	19.47	19.456	19.368	19.436	19.755	19.554	19.211	19.154	19.396	19.254	19.604	19.499	19.958	20.184	19.202	19.28	19.08	19.165	19.51	19.396	19.21	19.63	
154.9750286_MZ	Phosphoglycolic acid	Un	1.0	None	None	None	None	Phosphoglycolic acid is a substrate for triose-phosphate isomerase.	C2H5O6P		None	None	None	15.126	15.644	15.091	13.623	15.443	15.018	15.224	15.591	15.493	15.102	15.329	15.551	14.87	14.656	15.374	15.025	14.706	15.668	15.224	15.131	15.354	15.495	15.012	15.478	15.096	15.49	15.337	15.649	15.586	15.269	14.849	14.641	14.905	14.744	15.432	15.314	14.594	15.336	15.353	15.365	15.366	
155.0462603_MZ	Imidazolelactic acid	Un	1.0	None	None	None	None	Imidazolelactic acid is the component of normal human urine. (PMID: 5856262). histidine loading causes an increase in the excretion of imidazolelactic acid. (PMID: 6021220). During pregnancy the values for imidazolelactic acid in urine is increased 3-fold. An interaction of allergic reactions and anomalies in the metabolism of the sex hormones are considered to form the basis of the pregnancy-specific illnesses that were studied. (PMID: 5789877). Urinary excretion of imidazolelactic acid is also an indication for folic acid and vitamin B12 deficiency. (PMID: 4645251).	C6H8N2O3, 5-Hydroxymethyl-4-methyluracil, 4-Imidazolone-5-propionic acid		None	None	None	15.018	15.106	15.405	15.632	14.845	15.923	14.648	15.278	15.001	14.78	15.026	15.047	14.471	15.24	14.427	16.182	14.236	14.434	14.404	14.511	15.037	15.048	14.911	15.068	14.538	14.147	13.64	14.619	14.809	14.923	15.491	15.687	15.804	14.039	14.58	14.686	15.327	14.779	15.093	15.045	14.966	
155.1076649_MZ	4-Hydroxynonenal	Un	1.0	None	None	None	None	4-Hydroxynonenal (HNE), one of the major end products of lipid peroxidation, has been shown to be involved in signal transduction and available evidence suggests that it can affect cell cycle events in a concentration-dependent manner. glutathione S-transferases (GSTs) can modulate the intracellular concentrations of HNE by affecting its generation during lipid peroxidation by reducing hydroperoxides and also by converting it into a glutathione conjugate. Overexpression of the Alpha class GSTs in cells leads to lower steady-state levels of HNE, and these cells acquire resistance to apoptosis induced by lipid peroxidation-causing agents such as H(2)O(2), UVA, superoxide anion, and pro-oxidant xenobiotics, suggesting that signaling for apoptosis by these agents is transduced through HNE. Cells with the capacity to exclude HNE from the intracellular environment at a faster rate are relatively more resistant to apoptosis caused by H(2)O(2), UVA, superoxide anion, and pro-oxidant xenobiotics as well as by HNE, suggesting that HNE may be a common denominator in mechanisms of apoptosis caused by oxidative stress. Transfection of adherent cells with HNE-metabolizing GSTs leads to transformation of these cells due to depletion of HNE. (PMID 15288119).	C9H16O2		None	None	None	15.505	15.87	15.699	15.918	16.406	15.988	16.023	15.858	15.724	15.656	15.883	16.038	14.643	16.25	16.089	15.753	15.797	14.478	15.441	15.288	15.92	15.71	15.833	15.86	15.617	15.761	15.665	16.351	15.696	15.767	15.579	15.329	15.358	14.316	15.22	16.081	15.464	15.813	15.389	15.294	15.752	
156.0300928_MZ	2-Aminomuconic acid	Un	1.0	None	None	None	None	2-Aminomuconic acid is a product of the Tryptophan metabolism degradation pathway (kinurenine pathway), in a reaction catabolized by the enzyme aminocarboxymuconate semialdehyde decarboxylase [EC:4.1.1.45]. The kynurenine pathway is the major route of L-tryptophan degradation in mammals. (BioCyc).	C6H7NO4		None	None	None	13.178	13.64	13.6	16.461	14.875	14.185	15.221	14.827	14.211	14.072	15.526	14.039	13.057	13.778	14.8	13.663	14.176	12.981	14.333	13.09	13.973	13.984	14.487	15.337	13.541	14.111	14.059	15.308	14.563	13.321	13.412	13.757	13.859	12.374	14.913	12.953	13.335	13.694	14.714	13.8	14.547	
156.0665716_MZ	Tiglylglycine	Un	1.0	None	None	None	None	Tiglylglycine is an acyl glycine. Acyl glycines are normally minor metabolites of fatty acids. However, the excretion of certain acyl glycines is increased in several inborn errors of metabolism. In certain cases the measurement of these metabolites in body fluids can be used to diagnose disorders associated with mitochondrial fatty acid beta-oxidation. Acyl glycines are produced through the action of glycine N-acyltransferase (EC 2.3.1.13) which is an enzyme that catalyzes the chemical reaction:. acyl-CoA + glycine < -- > CoA + N-acylglycine. Tiglylglycine is an intermediate product of the catabolism of isoleucine. An elevated level of tiglylglycine is identified in urine of patients with beta-ketothiolase deficiency or with disorders of propionate metabolism (PMID 7923765).	C7H11NO3, 3-Methylcrotonylglycine		None	None	None	14.181	14.141	14.048	15.266	14.561	14.603	14.434	14.854	14.082	14.162	14.751	14.739	13.343	14.01	14.178	14.503	14.277	13.665	14.213	13.723	14.231	14.922	15.047	14.512	13.95	14.381	14.082	14.103	14.695	14.497	14.133	14.634	14.492	13.763	14.053	13.651	13.834	14.124	14.454	14.279	14.69	
157.0366638_MZ	Allantoin	Un	1.0	None	None	None	None	Allantoin is a diureide of glyoxylic acid with the chemical formula C4H6N4O3. It is also called 5-ureidohydantoin, glyoxyldiureide, and 5-ureidohydantoin. It is a product of oxidation of uric acid. It is a product of purine metabolism in most mammals except higher apes, and it is present in their urine. In humans, uric acid is excreted instead of allantoin. The presence of allantoin in the urine can be an indication of microbial overgrowth or it can be created via non-enzymatic means through high levels of reactive oxygen species. In this regard Allantoin is sometimes used as a marker of oxidative stress. Allantoin can be isolated from cow urine or as a botanical extract of the comfrey plant. It has long been used for its healing, soothing, and anti-irritating properties. Allantoin helps to heal wounds and skin irritations and stimulates the growth of healthy tissue. Allantoin can be found in anti-acne products, sun care products, and clarifying lotions because of its ability to help heal minor wounds and promote healthy skin. Allantoin is frequently present in toothpaste, mouthwash, and other oral hygiene products as well as shampoos, lipsticks, various cosmetic lotions and creams and other cosmetic and pharmaceutical products.	C4H6N4O3		None	None	None	14.945	14.915	14.834	14.999	15.177	15.344	14.995	15.051	14.939	14.662	14.768	15.302	14.993	15.108	15.119	15.462	14.823	14.602	14.913	14.622	15.058	15.219	15.217	15.401	15.022	15.432	14.587	15.036	14.982	15.492	15.032	14.758	15.084	14.646	15.251	14.517	14.358	15.154	15.329	15.05	15.204	
