##########################################################################################################################################################################################################################
Database Name: EPFL_LISP_BXD_Liver_Polar_Metabolites_HFD_Jun14_Log2_**
GeneNetwork Accession Number: GN713
For more information regarding this data set please visit: http://www.genenetwork.org/webqtl/main.py?FormID=sharinginfo&GN_AccessionId=713

Z-Score.
In general, the array data that we enter in GeneNetwork have been log transformed and then z-score normalized, but instead of leaving the mean at 0 and the standard deviation of 1 unit,
the data is rescaled to a mean of 8 units with a standard deviation of 2 units (what we call 2Z + 8 normalized data).

Usage Conditions and Limitations:
Data sets that have been incorporated in the GeneNetwork belong to individuals, groups, and companies listed in the Status and Contacts page. 
Many data sets are still being generated and analyzed, and the data contributors have often agreed to remove protection and let other investigators view, share, and analyze data. 
We request that those of you analyzing these data and preparing publications do your best of acknowledge the original data sources. 
Please contact Robert W. Williams at rwilliams@uthsc.edu or by telephone at (901) 448-7050 if you have questions regarding the status of data and what group to acknowledge. 
If your work relies heavily on the GeneNetwork please consider acknowledging the grants that provide substantial support for this project (see bottom of all web pages). 
Please review the annotated References for relevant citations. For further details on use and citation of data in papers please read the section below on Academic, educational, and not-for-profit institutional use.

The Standard Disclaimers of Warranties.
The University of Tennessee (UT), its trustees, directors, officers, employees, and affiliates make no representation and extend no warranties of any kind,
either express or implied, including warranties of correctness, accuracy, fitness for a particular purpose, merchantability, validity of patent rights claims (issued or pending),
the absence of latent or other defects, whether or not discoverable. In no event shall UT or its trustees, directors, officers, employees, or affiliates be liable for incidental or consequential damages of any kind,
including economic damage or injury to property and lost profits, regardless of whether UT, its trustees, directors, officers, employees, and affiliates shall be advised, shall have other reason to know,
or in fact shall know of the possibility of the foregoing.

Disclaimer.
The data providers make no guarantees or warranties as to the accuracy or completeness of or results to be obtained from accessing and using information from The GeneNetwork.
We will not be liable to any user or anyone else for any inaccuracy, error or omission, regardless of cause, in the data contained in The GeneNetwork databases or any resulting damages.
In addition, the data providers do not warrant that the databases will meet your requirements, be uninterrupted, or error-free.
Data providers expressly exclude and disclaim all expressed and implied warranties of merchantability and fitness for a particular purpose.
Data providers shall not be responsible for any damage or loss of any kind arising out of or related to your use of the databases,including without limitation data loss or corruption, regardless of whether such liability is based in tort, contract, or otherwise.

##########################################################################################################################################################################################################################

ProbeSet	Gene Symbol	Chr	Mb	Gene Id	Strand Gene	Blat Mb Start	Blat Mb End	Description	Aliases	Blat Sequence	UniGeneId	OMIM	HomoloGeneID	C57BL/6J	DBA/2J	BXD68	BXD43	BXD44	BXD45	BXD48	BXD49	BXD50	BXD51	BXD55	BXD56	BXD61	BXD62	BXD63	BXD65	BXD66	BXD69	BXD70	BXD71	BXD73	BXD75	BXD79	BXD73a	BXD81	BXD83	BXD84	BXD85	BXD87	BXD89	BXD90	BXD48a	BXD98	BXD95	BXD99	BXD100	BXD101	BXD103	BXD97	
157.0505864_MZ	Isopropylmaleate	Un	1.0	None	None	None	None	Isopropylmaleate is found in the leucine biosynthesis pathway. 2-Isopropylmalate reversibly breaks down to form isopropylmaleate and H2O. The reaction is catalyzed by 3-isopropylmalate dehydratase.	C7H10O4, Succinylacetone		None	None	None	13.834	13.822	15.189	14.46	14.216	13.975	14.575	14.675	14.038	14.141	14.162	13.748	14.14	14.696	14.04	13.541	13.915	14.694	13.634	13.824	14.186	13.858	13.855	14.389	13.954	14.051	14.216	13.683	14.019	13.397	13.806	14.086	13.808	13.848	13.764	13.883	13.893	13.798	13.791	
157.0869040_MZ	3-Oxooctanoic acid	Un	1.0	None	None	None	None	3-Oxo-Octanoic acid is fatty acid formed by the action of acid synthases from acetyl-CoA and malonyl-CoA precursors. It is involved in the fatty acid biosynthesis. Specifically, it is the product of reaction between malonic acid and three enzymes; beta-ketoacyl-acyl-carrier- protein synthase, fatty-acid Synthase and beta-ketoacyl -acyl-carrier- protein synthase II.	C8H14O3, cis-4-Hydroxycyclohexylacetic acid, trans-4-Hydroxycyclohexylacetic acid, Alpha-Ketooctanoic acid 		None	None	None	14.362	14.562	14.786	14.339	14.346	14.747	14.541	14.685	14.488	14.407	14.692	14.18	14.464	14.793	14.02	14.668	14.312	14.571	14.372	14.247	14.511	14.743	14.347	14.593	14.166	14.352	14.455	14.167	14.56	14.219	14.231	14.35	14.271	14.23	14.353	14.617	14.376	14.475	14.311	
157.1232740_MZ	Oenanthic ether	Un	1.0	None	None	None	None	Oenanthic ether is an odorous substance (ester) (PMID 15474656) present in human sweat (PMID 8887339).	C9H18O2, Pelargonic acid		None	None	None	16.981	17.058	16.862	16.762	16.545	16.994	16.741	17.03	16.806	16.825	16.691	16.415	16.995	16.875	16.383	16.806	16.876	16.975	16.798	16.674	16.765	17.445	16.601	17.028	16.543	16.693	16.823	16.651	16.96	16.649	16.407	16.946	16.511	16.693	16.925	16.888	16.74	16.606	16.979	
158.0821713_MZ	2-Methylbutyrylglycine	Un	1.0	None	None	None	None	2-Methylbutyrylglycine is an acyl glycine. Acyl glycines are normally minor metabolites of fatty acids. However, the excretion of certain acyl glycines is increased in several inborn errors of metabolism. In certain cases the measurement of these metabolites in body fluids can be used to diagnose disorders associated with mitochondrial fatty acid beta-oxidation. Acyl glycines are produced through the action of glycine N-acyltransferase (EC 2.3.1.13) which is an enzyme that catalyzes the chemical reaction:. acyl-CoA + glycine < -- > CoA + N-acylglycine. The isolated excretion of high levels of 2-methylbutyrylglycine (2-MBG) is the hallmark of short/branched-chain acyl-CoA dehydrogenase deficiency or SBCADD (PMID:15615815). The disorder is also called 2-methylbutyryl-CoA dehydrogenase deficiency (PMID: 17883863) and has been associated with autism and mental retardation. SBCADD is a recently described autosomal recessive disorder caused by a defect in the degradation pathway of L- isoleucine leading to increased urinary excretion of 2-methylbutyryl glycine. The enzymatic defect results from disruption of the SBCAD gene. Deficiency of SBCAD leads to accumulation of its substrate, 2-methylbutyryl-CoA within the mitochondrion. This substance is transesterified with glycine by the mitochondrial enzyme acyl-CoA glycine-N-acyltransferase (glycine-N-acylase) to form 2-methylbutyryl glycine. Affected patients can be divided into two categories. The first category consists of infants detected by newborn screening programmes. These infants are treated with diet and remain without clinical symptoms. In the second category affected patients are diagnosed because they presented clinically with seizures and psychomotor delay and have increased urinary excretion of 2-methylbutyryl glycine (PMID: 17883863). 2-methylbutyrylglycine has also been found in the urine of patients with propionyl-CoA carboxylase deficiency after consuming isoleucine. (PMID: 630060). 2-methylbutyrylglycine is also elevated in the urine of patients with glutaric aciduria II and ethylmalonic encephalopathy.	C7H13NO3, Isovalerylglycine, Valerylglycine, N-Acetylvaline, 3-Dehydrocarnitine, 5-Acetamidovalerate		None	None	None	14.322	13.977	14.024	15.206	13.435	14.111	13.714	14.104	13.927	13.767	13.535	13.892	14.054	13.401	14.953	14.62	14.482	13.764	13.452	13.159	13.871	13.779	14.566	14.271	13.588	13.59	14.168	13.761	14.176	13.593	15.015	13.401	13.414	14.242	13.486	14.084	14.11	13.551	13.54	
158.1186864_MZ	DL-2-Aminooctanoic acid	Un	1.0	None	None	None	None	alpha-Aminooctanoic acid is an amino compound found occasionally in human urine. (PMID: 13447222). alpha-Aminooctanoic acid has been found in one case in the milk of a lactating mother at the 144th day of lactation. (Science and Culture (1960), 26 186-7.).	C8H17NO2		None	None	None	11.076	10.619	11.035	11.333	10.755	11.274	10.746	11.167	10.878	11.118	11.521	10.944	11.037	11.02	11.102	11.078	10.61	10.927	11.187	10.398	11.046	10.923	10.543	11.033	10.486	10.358	10.757	10.602	11.484	10.954	10.997	10.717	10.358	10.511	10.736	11.1	10.605	10.549	10.212	
159.0300131_MZ	Oxoadipic acid	Un	1.0	None	None	None	None	2-Oxoadipic acid is produced from lysine in the cytosol of cells via the saccharopine and the pipecolic acid pathways. Catabolites of hydroxylysine and tryptophan enter these pathways as 2-aminoadipic- -semialdehyde and 2-oxoadipate, respectively. In the matrix of mitochondria, 2-oxoadipate is decarboxylated to glutaryl-CoA by the 2-oxoadipate dehydrogenase complex and then converted to acetyl-CoA. 2-Oxoadipic aciduria is an in-born error of metabolism of lysine, tryptophan, and hydroxylysine, in which abnormal quantities of 2-aminoadipic acid are found in body fluids along with 2-oxoadipic acid. Patients with 2-Oxoadipic acidemias are mentally retarded with hypotonia or seizures. 2-Oxoadipic Aciduria can occur in patients with Kearns-Sayre Syndrome, a progressive disorder with onset prior to 20 years of age in which multiple organ systems are affected, including progressive external ophthalmoplegia, retinopathy, and the age of onset, and these are associated classically with abnormalities in cardiac conduction, cerebellar signs, and elevated cerebrospinal fluid protein. (PMID: 10655159, 16183823, 11083877).	C6H8O5, 3-Oxoadipic acid		None	None	None	13.355	13.027	13.425	13.329	12.918	13.351	13.112	13.19	13.01	13.069	13.33	13.133	13.515	13.475	13.353	13.151	13.168	13.121	13.104	12.954	13.135	13.22	13.032	13.271	12.889	13.277	13.001	13.102	13.342	12.948	13.053	13.226	12.929	13.343	13.069	13.343	12.838	13.086	12.967	
159.0564295_MZ	Methylimidazoleacetic acid	Un	1.0	None	None	None	None	Methylimidazoleacetic acid is the main metabolite of histamine. This end product of histamine catabolism is formed by N-methylation in the imidazole ring to methylhistamine by histamine methyltransferase (EC 2.1.1.8) and a subsequent oxidative deamination in the side chain by type B monoamine oxidase (EC 1.4.3.4). From studies is known that as much as 70 to 80 percent of the histamine metabolized in the body is excreted in the urine as Methylimidazoleacetic acid. Thus, urinary Methylimidazoleacetic acid being the major and specific histamine metabolite is a clear marker of any changes in histamine metabolism in the body. The urinary excretion of methylimidazoleacetic acid is considered a reliable indicator of histamine turnover rate in the body. The excretion of Methylimidazoleacetic acid is higher in men than women however; this gender difference is abolished when corrected for creatinine excretion. A possible explanation is that basal histamine turnover is related to body size. There is no significant difference in Methylimidazoleacetic acid excretion between smokers and non-smokers when analysing absolute values (mg/24 h). When using Methylimidazoleacetic acid values corrected for creatinine excretion female smokers have significantly higher Methylimidazoleacetic acid excretion compared to nonsmokers. (PMID: 11411609, 7130180, 10350179, 10202992).	C6H8N2O2, 1,3-Dimethyluracil, Imidazolepropionic acid, Pi-Methylimidazoleacetic acid		None	None	None	10.81	10.71	11.531	11.182	11.125	10.981	11.106	10.857	11.269	11.041	11.219	10.779	10.835	11.32	11.097	10.533	10.958	11.11	10.45	11.234	10.752	10.489	11.357	11.054	11.332	11.078	10.871	10.749	10.847	10.645	11.076	11.096	11.156	11.215	10.701	10.47	11.195	10.664	10.967	
159.0662113_MZ	3-Methyladipic acid	Un	1.0	None	None	None	None	3-Methyladipic acid is a metabolite of the catabolism of phytanic acid. Patients with adult Refsums disease (ARD) are unable to detoxify phytanic acid by alpha-oxidation, and so the w-oxidation pathway is the only metabolic pathway available for phytanic acid degradation. This pathway produces 3-methyladipic acid as the final metabolite, which is excreted in the urine (Wanders et al. 2001). Activity of the w-oxidation pathway is approximately doubled in ARD patients compared with normal individuals (PMID: 11948235).	C7H12O4, Pimelic acid, 3,3-Dimethylglutaric acid		None	None	None	14.385	14.294	14.896	14.21	13.971	13.939	14.074	14.655	13.906	13.647	13.716	13.462	13.898	14.395	13.816	13.369	13.528	14.337	13.92	13.203	13.554	14.474	13.926	14.417	13.004	13.97	13.821	13.156	14.377	13.25	13.109	14.119	13.1	14.431	13.188	14.187	13.761	12.934	13.521	
159.0780279_MZ	D-Alanyl-D-alanine	Un	1.0	None	None	None	None	The ATP-dependent carboxylate-amine/thiol ligase superfamily is known to contain enzymes catalyzing the formation of various types of peptide, one of which is d-alanyl-d-alanine.(PMID: 16030213). The glycopeptide antibiotic vancomycin acts by binding to the D-alanyl-D-alanine terminus of the cell wall precursor lipid II in the cytoplasmic membrane.(PMID: 17418637). D-alanine-D-alanine ligase from Thermotoga maritima ATCC 43589 (TmDdl) was a useful biocatalyst for synthesizing D-amino acid dipeptides.D-Alanine-D-alanine ligase (Ddl) catalyzes the biosynthesis of an essential bacterial peptidoglycan precursor D-alanyl-D-alanine and it represents an important target for development of new antibacterial drugs. (PMID: 17267218).	C6H12N2O3		None	None	None	12.739	12.566	12.849	12.916	12.544	12.613	12.436	12.825	12.846	12.141	12.635	12.532	12.489	12.81	12.431	11.955	12.115	12.343	12.192	12.344	12.147	12.456	12.678	12.777	12.516	12.426	12.061	12.527	12.674	12.028	12.496	12.434	12.2	12.673	12.706	12.666	12.648	12.228	12.322	
159.1025125_MZ	7-Hydroxyoctanoic acid	Un	1.0	None	None	None	None	7-Hydroxyoctanoic acid is a normal metabolite of medium-chain fatty acid oxidation, and is excreted in the urine as 7-hydroxyoctanoyl-beta-D-glucuronide (PMID 8799296), and have been found slightly elevated in the urine of persons with abnormal fatty acid metabolism (PMID 2094705).	C8H16O3, Hydroxyoctanoic acid, 3-Hydroxyoctanoic acid, (R)-2-Hydroxycaprylic acid, (R)-3-Hydroxyoctanoic acid		None	None	None	13.196	13.263	12.956	13.051	12.853	13.217	12.865	13.266	13.27	12.985	12.989	12.424	13.069	13.143	12.731	12.922	13.099	12.96	12.991	12.677	13.08	13.469	13.078	13.272	12.525	12.908	12.911	12.467	13.349	12.714	12.505	12.884	12.558	13.163	12.647	13.427	13.098	12.645	12.663	
159.1138446_MZ	N(6)-Methyllysine	None	None	None	None	None	None	N(6)-Methyllysine is a naturally occurring amino acid found in human biofluids. N-monomethyl-lysine is generated by metabolic transmethylation of endogenous lysine. Lysine methylation displays the highest degree of complexity among known covalent histone modifications, with each site of methylation regulating the association of different effector molecules. The versatility of lysine methylation marks is perhaps best exemplified by modifications implicated in transcriptional regulation as well as being required for double-strand break repair in several organisms. Identification of the numerous biological functions encoded by histone lysine methylation is a major area of research interest, as these mechanisms are intimately associated with cellular senescence, genomic instability, and leukemogenesis. While multiple sites of lysine methylation have been linked with gene activation, each modification is distributed to unique positions across the active gene. (PMID: 17030614, 1122639, 15756599, 3111294).	C7H16N2O2, Isoputreanine; N6-Methyl-L-lysine; Methyllysine		None	None	None	12.656	11.512	11.528	13.082	12.418	11.433	11.342	12.193	12.743	12.46	11.522	11.639	12.443	12.541	11.33	11.048	12.748	11.605	12.701	12.639	13.027	11.922	12.789	13.048	13.066	11.473	10.999	11.173	11.603	12.788	12.545	11.215	11.244	13.053	13.19	12.492	12.612	12.925	12.092	
160.0401699_MZ	4,6-Dihydroxyquinoline	Un	1.0	None	None	None	None	4,6-Dihydroxyquinoline is the product of the conversion of 5-hydroxykynurenamine by the enzyme monoamine oxidase, both metabolites from the 5-hydroxytryptophan metabolism. (PMIDs 7160021, 312499).	C9H7NO2, 2-Indolecarboxylic acid, Indole-3-carboxylic acid		None	None	None	13.007	13.156	12.945	12.953	12.726	12.925	12.93	12.813	12.6	12.673	12.683	13.025	12.995	12.737	13.364	13.096	12.689	12.975	12.864	12.691	12.769	13.086	13.092	12.929	12.529	13.166	12.963	13.158	13.362	12.859	13.101	12.824	12.619	12.67	12.881	13.054	12.619	12.739	12.673	
160.0614417_MZ	Aminoadipic acid	Un	1.0	None	None	None	None	Aminoadipic acid (2-aminoadipate) is a metabolite in the principal biochemical pathway of lysine. It is an intermediate in the metabolism (i.e. breakdown or degradation) of lysine and saccharopine.(Wikipedia).   It antagonizes neuroexcitatory activity modulated by the glutamate receptor, N-methyl-D-aspartate; (NMDA). Aminoadipic has also been shown to inhibit the production of kynurenic acid in brain tissue slices (PMID: 8566117). Kynurenic acid is a broad spectrum excitatory amino acid receptor antagonist. Recent studies have shown that aminoadipic acid is elevated in prostate biopsy tissues from prostate cancer patients (PMID: 23737455).  Mutations in DHTKD1 (dehydrogenase E1 and transketolase domain-containing protein 1) have been shown to cause human 2-aminoadipic and 2-oxoadipic aciduria via impaired turnover of decarboxylation 2-oxoadipate to glutaryl-CoA, which is the last step in the lysine degradation pathway (PMID: 23141293).  Aging, diabetes, sepsis and renal failure are known to catalyze the oxidation of lysyl residues to 2-aminoadipic acid in human skin collagen and potentially other tissues (PMID: 18448817).  Proteolytic breakdown of these tissues can lead to the release of free 2-aminoadipic acid.  Studies in rats indicate that aminoadipic acid (along with the 3 branched chain amino acid â€“ Leu, Val and Ile) levels are elevated in the pre-diabetic phase and so aminoadipic acid may serve as a predictive biomarker for the development of diabetes. (PMID: 15389298). Long-term hyperglycemia of endothelial cells leads to elevated levels of aminoadipate which is though to be a sign of lysine breakdown through oxidative stress and reactive oxygen species (ROS) (PMID: 21961526).  2-aminoadipate is a potential small-molecule marker of oxidative stress (PMID: 21647514)	C6H11NO4		None	None	None	15.954	14.879	15.233	15.586	14.902	14.794	14.775	15.203	15.344	13.972	14.403	15.667	15.288	14.614	16.224	15.656	14.24	14.896	14.273	14.812	15.049	14.401	15.229	15.076	14.388	14.247	14.614	15.638	15.9	15.59	15.073	14.117	14.282	15.229	15.008	14.519	15.0	14.395	14.782	
160.8906630_MZ	Phosphoroselenoic acid	Un	1.0	None	None	None	None	Phosphoroselenoic acid, H3SePO3, is the activated selenium donor compound required for the biosynthesis of selenocysteyl-tRNA, the precursor of specific selenocysteine residues in bacterial and mammalian selenoproteins. Selenocysteine is the 21st amino acid, because Sec has a specific tRNA and codon UGA, and shares a major stop codon UGA. A number of enzymes have selenocysteine, residues and in some cases at their active sites. Proteins containing the 21st amino acid, selenocysteine (Sec), have been described in all three domains of life. (PMID: 18156471).	H3O3PSe		None	None	None	9.992	9.861	10.552	9.522	10.328	10.189	10.854	10.23	10.124	9.972	9.529	10.423	9.558	9.977	9.923	9.758	10.053	10.272	10.031	10.076	10.043	9.49	10.093	9.481	10.297	10.241	10.412	9.604	9.709	10.671	10.066	10.126	9.666	10.142	9.934	10.0	10.202	10.27	10.166	
